Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment_x,Country,City,State,Region,Category,Product Name,Sub-Category,Sales,Quantity,Discount,Profit_Margin_Pct,Profit,Product ID,Postal Code,Shipping_Days,Profit_Margin,Is_Profitable,Year,Month,Quarter,Year_Month,RFM_Score,Segment_y
306,US-37007-2018,2016-04-04,2016-04-06,Standard Class,CG-7684,Customer_145,Consumer,United States,Houston,Michigan,West,Office Supplies,Phones Deluxe,Phones,299.89260706718915,1,0.0,0.0646806389107215,19.39724542970775,Of-Pho-836,19101,2,6.468063891072149,True,2016,4,2,2016-04,343,VIP Customer
307,US-86772-2015,2017-08-12,2017-08-16,Second Class,CG-8591,Customer_38,Consumer,United States,Philadelphia,California,West,Office Supplies,Computers Pro,Computers,215.6974540550204,2,0.2,0.0718917162237943,10.854802109982913,Of-Com-454,19101,4,5.032420135665605,True,2017,8,3,2017-08,344,VIP Customer
308,US-49384-2015,2016-04-14,2016-04-15,Standard Class,CG-3749,Customer_474,Corporate,United States,Dallas,Illinois,East,Office Supplies,Computers Premium,Computers,44.39424715595892,2,0.2,0.0511806854705032,1.5904896002722404,Of-Com-682,19101,1,3.582647982935224,True,2016,4,2,2016-04,231,Lost Customer
309,US-28157-2018,2018-10-30,2018-11-05,Standard Class,CG-3945,Customer_171,Consumer,United States,San Diego,Texas,South,Technology,Paper Pro,Paper,558.8459333495189,1,0.0,0.0870332370343345,48.6381705828826,Te-Pap-415,19101,6,8.703323703433455,True,2018,10,4,2018-10,434,VIP Customer
310,US-95481-2015,2017-11-11,2017-11-15,Same Day,CG-7562,Customer_40,Consumer,United States,Chicago,New York,South,Technology,Chairs Basic,Chairs,114.12418926787257,3,0.15,0.0700123120828725,6.192326225301006,Te-Cha-509,85001,4,5.4259541864226195,True,2017,11,4,2017-11,443,VIP Customer
311,US-98553-2015,2017-01-19,2017-01-20,Standard Class,CG-4398,Customer_173,Home Office,United States,Chicago,North Carolina,Central,Technology,Software Pro,Software,327.10641518981623,2,0.1,0.0896497474969866,24.92625639744979,Te-Sof-308,85001,1,7.620228537243869,True,2017,1,1,2017-01,234,At-Risk Customer
312,US-78112-2018,2015-02-07,2015-02-08,First Class,CG-9386,Customer_424,Home Office,United States,Philadelphia,New York,Central,Office Supplies,Accessories Premium,Accessories,243.3981683546574,1,0.0,0.0643379587960088,15.659741326625964,Of-Acc-371,60601,1,6.433795879600882,True,2015,2,1,2015-02,144,At-Risk Customer
313,US-68051-2016,2015-08-18,2015-08-19,Standard Class,CG-9060,Customer_199,Corporate,United States,New York,California,West,Furniture,Chairs Standard,Chairs,60.3067685984404,1,0.0,0.0647084189576557,3.9023556484502766,Fu-Cha-107,94101,1,6.470841895765571,True,2015,8,3,2015-08,344,VIP Customer
314,US-74595-2017,2018-10-20,2018-10-26,Standard Class,CG-1078,Customer_222,Consumer,United States,Chicago,North Carolina,East,Furniture,Phones Deluxe,Phones,156.58153114959345,1,0.0,0.0639429625189705,10.012286977461471,Fu-Pho-906,77001,6,6.394296251897054,True,2018,10,4,2018-10,411,New Customer
315,US-53094-2017,2016-07-16,2016-07-18,Standard Class,CG-2121,Customer_602,Corporate,United States,Dallas,Texas,Central,Technology,Desks Basic,Desks,183.76206005383565,1,0.1,0.0705712436693331,11.023069549652185,Te-Des-998,90210,2,5.998555711893316,True,2016,7,3,2016-07,211,Lost Customer
316,US-97889-2016,2016-03-13,2016-03-19,Standard Class,CG-4221,Customer_798,Corporate,United States,Chicago,Michigan,Central,Office Supplies,Paper Standard,Paper,762.5615808100212,1,0.0,0.0778202350559495,59.342721463272326,Of-Pap-760,19101,6,7.782023505594957,True,2016,3,1,2016-03,134,At-Risk Customer
317,US-14535-2018,2018-07-30,2018-08-05,Standard Class,CG-9977,Customer_675,Consumer,United States,New York,Pennsylvania,West,Furniture,Chairs Standard,Chairs,256.3585667060789,1,0.2,0.0531154520868289,9.53162081684742,Fu-Cha-451,77001,6,3.7180816460780295,True,2018,7,3,2018-07,443,VIP Customer
318,US-57367-2015,2015-01-27,2015-01-31,Standard Class,CG-3861,Customer_450,Corporate,United States,Seattle,Ohio,East,Furniture,Storage Basic,Storage,11.315315422561037,1,0.2,0.0396278907556391,0.3138814584015932,Fu-Sto-346,19101,4,2.7739523528947396,True,2015,1,1,2015-01,343,VIP Customer
319,US-27118-2015,2015-08-14,2015-08-17,Second Class,CG-9638,Customer_428,Home Office,United States,Austin,North Carolina,West,Technology,Desks Premium,Desks,248.138802361584,1,0.1,0.0519888403760585,10.965381299020311,Te-Des-374,90210,3,4.419051431964973,True,2015,8,3,2015-08,132,Lost Customer
320,US-69884-2015,2018-07-24,2018-07-27,Standard Class,CG-5218,Customer_448,Corporate,United States,Los Angeles,Georgia,Central,Furniture,Binders Premium,Binders,62.17843016155476,1,0.1,0.0318910331628475,1.68549422155155,Fu-Bin-346,75201,3,2.710737818842039,True,2018,7,3,2018-07,421,Loyal Customer
321,US-23280-2017,2017-03-08,2017-03-11,Standard Class,CG-6729,Customer_645,Consumer,United States,San Diego,Pennsylvania,Central,Technology,Chairs Premium,Chairs,222.66592438892047,2,0.25,0.0599149240771057,8.338132471450468,Te-Cha-713,77001,3,3.744682754819112,True,2017,3,1,2017-03,444,VIP Customer
322,US-63251-2016,2015-10-11,2015-10-15,Standard Class,CG-3723,Customer_432,Consumer,United States,Dallas,Florida,South,Office Supplies,Pens Basic,Pens,179.8176534820259,1,0.15,0.0416514555140146,5.804491920846853,Of-Pen-224,85001,4,3.2279878023361337,True,2015,10,4,2015-10,111,Lost Customer
323,US-93583-2016,2017-05-28,2017-06-02,First Class,CG-1358,Customer_322,Consumer,United States,Chicago,Florida,Central,Technology,Chairs Standard,Chairs,31.197874291966876,1,0.0,0.0562980382954443,1.756379121625611,Te-Cha-833,77001,5,5.629803829544438,True,2017,5,2,2017-05,232,Lost Customer
324,US-20207-2018,2017-08-17,2017-08-21,Standard Class,CG-3286,Customer_795,Corporate,United States,San Diego,Florida,West,Technology,Storage Deluxe,Storage,222.4039600775562,1,0.0,0.0703129591291938,15.637880555104076,Te-Sto-341,60601,4,7.031295912919387,True,2017,8,3,2017-08,312,New Customer
325,US-37757-2017,2016-03-28,2016-03-29,Same Day,CG-2765,Customer_152,Home Office,United States,Seattle,Michigan,South,Office Supplies,Chairs Deluxe,Chairs,219.29203649360463,1,0.0,0.0453986994641195,9.955573259647904,Of-Cha-991,60601,1,4.53986994641196,True,2016,3,1,2016-03,444,VIP Customer
326,US-71407-2017,2017-10-16,2017-10-22,Standard Class,CG-1804,Customer_45,Home Office,United States,Houston,Texas,East,Technology,Desks Standard,Desks,394.3381785358093,2,0.0,0.0887484892647122,34.996917604451454,Te-Des-627,60601,6,8.874848926471225,True,2017,10,4,2017-10,344,VIP Customer
327,US-30256-2017,2017-03-26,2017-03-31,Standard Class,CG-6649,Customer_324,Consumer,United States,Los Angeles,Ohio,South,Technology,Binders Deluxe,Binders,76.98086985251588,2,0.0,0.0458051649618437,3.5261214425007155,Te-Bin-191,90210,5,4.5805164961843765,True,2017,3,1,2017-03,221,Lost Customer
328,US-51340-2018,2016-10-20,2016-10-21,Standard Class,CG-3730,Customer_412,Consumer,United States,Houston,California,West,Technology,Phones Premium,Phones,39.73503183274773,4,0.0,0.1005960138170897,3.997185811269592,Te-Pho-661,94101,1,10.059601381708976,True,2016,10,4,2016-10,211,Lost Customer
329,US-62234-2018,2016-06-30,2016-07-06,Standard Class,CG-6991,Customer_261,Consumer,United States,Dallas,Illinois,East,Office Supplies,Chairs Premium,Chairs,160.33382681216293,4,0.3,0.0567440184999433,5.003892099137844,Of-Cha-714,60601,6,3.120921017496882,True,2016,6,2,2016-06,121,Lost Customer
330,US-58671-2015,2018-04-30,2018-05-06,First Class,CG-8825,Customer_219,Corporate,United States,Los Angeles,Florida,East,Office Supplies,Chairs Basic,Chairs,159.25799290504483,3,0.0,0.0428312017754882,6.821211228475255,Of-Cha-659,94101,6,4.2831201775488275,True,2018,4,2,2018-04,421,Loyal Customer
331,US-45157-2016,2017-12-08,2017-12-09,Standard Class,CG-1142,Customer_620,Corporate,United States,Philadelphia,Texas,West,Office Supplies,Desks Premium,Desks,268.19062932342183,1,0.0,0.0379435910327761,10.17611555787078,Of-Des-300,10001,1,3.794359103277615,True,2017,12,4,2017-12,312,New Customer
332,US-64290-2018,2015-01-17,2015-01-21,Standard Class,CG-1283,Customer_47,Consumer,United States,Seattle,North Carolina,South,Office Supplies,Phones Basic,Phones,592.6756826023128,1,0.15,0.083398452013159,38.30688171802832,Of-Pho-669,77001,4,6.463380031019825,True,2015,1,1,2015-01,434,VIP Customer
333,US-21219-2018,2018-04-10,2018-04-13,Standard Class,CG-8092,Customer_645,Corporate,United States,Chicago,California,East,Technology,Tables Deluxe,Tables,312.21548995144104,3,0.0,0.0725720683566188,22.65812387875121,Te-Tab-407,10001,3,7.257206835661879,True,2018,4,2,2018-04,322,Loyal Customer
334,US-37657-2018,2018-05-28,2018-06-02,Standard Class,CG-1383,Customer_773,Corporate,United States,Chicago,Florida,West,Technology,Storage Deluxe,Storage,149.42635149883532,3,0.15,0.0972644868616159,11.263754986656702,Te-Sto-295,75201,5,7.537997731775239,True,2018,5,2,2018-05,411,New Customer
335,US-86095-2016,2015-06-07,2015-06-13,Same Day,CG-2578,Customer_688,Corporate,United States,Philadelphia,Pennsylvania,West,Office Supplies,Phones Deluxe,Phones,152.70078257023332,2,0.0,0.0646787742381405,9.87649944184751,Of-Pho-293,75201,6,6.467877423814057,True,2015,6,2,2015-06,343,VIP Customer
336,US-82154-2018,2016-04-21,2016-04-23,First Class,CG-3945,Customer_633,Consumer,United States,Chicago,Florida,Central,Office Supplies,Accessories Standard,Accessories,317.74452604053386,1,0.0,0.0434369523209596,13.801853827868582,Of-Acc-544,90210,2,4.343695232095962,True,2016,4,2,2016-04,434,VIP Customer
337,US-16780-2017,2017-12-05,2017-12-11,Standard Class,CG-1623,Customer_303,Corporate,United States,Los Angeles,Michigan,West,Office Supplies,Bookcases Premium,Bookcases,390.1020782196937,1,0.4,0.0700783719879305,10.93508742029779,Of-Boo-523,10001,6,2.803134879517222,True,2017,12,4,2017-12,344,VIP Customer
338,US-83551-2017,2018-10-28,2018-10-31,Standard Class,CG-1544,Customer_190,Corporate,United States,Los Angeles,Michigan,East,Office Supplies,Pens Basic,Pens,317.8692687190391,2,0.15,0.074332661951257,18.311753394698847,Of-Pen-475,60601,3,5.760781301222419,True,2018,10,4,2018-10,412,New Customer
339,US-92016-2018,2016-06-01,2016-06-07,First Class,CG-8586,Customer_772,Consumer,United States,Chicago,Florida,East,Office Supplies,Computers Pro,Computers,547.9887117371138,2,0.0,0.0637871296828197,34.95462702029659,Of-Com-632,60601,6,6.378712968281971,True,2016,6,2,2016-06,444,VIP Customer
340,US-63010-2015,2015-04-09,2015-04-11,Second Class,CG-1913,Customer_689,Consumer,United States,Los Angeles,Texas,West,Office Supplies,Computers Deluxe,Computers,97.5437900716342,1,0.15,0.0514942323075687,3.8927805042348216,Of-Com-366,19101,2,3.990803003836576,True,2015,4,2,2015-04,344,VIP Customer
341,US-48165-2015,2017-11-26,2017-11-30,First Class,CG-3543,Customer_577,Home Office,United States,Philadelphia,Michigan,West,Office Supplies,Pens Basic,Pens,168.23853768198478,2,0.15,0.0792141586167159,10.32832751227344,Of-Pen-711,60601,4,6.139097292795484,True,2017,11,4,2017-11,311,New Customer
342,US-59608-2017,2015-10-07,2015-10-13,Standard Class,CG-2747,Customer_336,Consumer,United States,Houston,North Carolina,East,Technology,Chairs Premium,Chairs,357.04831471044395,3,0.15,0.0506928683246053,14.02734748243256,Te-Cha-981,60601,6,3.9286972951569146,True,2015,10,4,2015-10,112,Lost Customer
343,US-47136-2018,2018-10-04,2018-10-09,Standard Class,CG-3163,Customer_220,Consumer,United States,New York,North Carolina,East,Technology,Storage Premium,Storage,179.29297839287076,2,0.0,0.0771876017594687,13.839195014457935,Te-Sto-249,90210,5,7.718760175946871,True,2018,10,4,2018-10,444,VIP Customer
344,US-96008-2015,2016-05-11,2016-05-15,First Class,CG-2377,Customer_660,Consumer,United States,Chicago,California,West,Furniture,Desks Pro,Desks,155.10244465669228,2,0.0,0.063420666636926,9.836700437144357,Fu-Des-129,60601,4,6.342066663692607,True,2016,5,2,2016-05,111,Lost Customer
345,US-34783-2016,2015-10-29,2015-10-31,Second Class,CG-6708,Customer_612,Consumer,United States,Seattle,California,West,Office Supplies,Computers Premium,Computers,536.3764207185382,1,0.0,0.0573742245388986,30.77418119967618,Of-Com-885,90210,2,5.737422453889865,True,2015,10,4,2015-10,344,VIP Customer
346,US-56716-2017,2015-06-30,2015-07-01,Second Class,CG-9414,Customer_119,Consumer,United States,Chicago,Georgia,East,Furniture,Storage Deluxe,Storage,606.4948105486526,1,0.1,0.0459938518152042,23.710777576605327,Fu-Sto-297,85001,1,3.9094774042923595,True,2015,6,2,2015-06,444,VIP Customer
347,US-64304-2015,2016-08-29,2016-09-04,Standard Class,CG-5531,Customer_621,Consumer,United States,Houston,North Carolina,West,Furniture,Phones Standard,Phones,189.0753280346748,5,0.0,0.0415314758055887,7.852577411705858,Fu-Pho-683,10001,6,4.153147580558877,True,2016,8,3,2016-08,232,Lost Customer
348,US-79835-2016,2018-01-27,2018-01-31,Second Class,CG-3153,Customer_82,Home Office,United States,Philadelphia,New York,South,Furniture,Tables Standard,Tables,123.3198260431692,2,0.0,0.0445263829280767,5.490985797021957,Fu-Tab-130,19101,4,4.452638292807669,True,2018,1,1,2018-01,344,VIP Customer
349,US-18118-2015,2016-11-30,2016-12-06,Standard Class,CG-3699,Customer_13,Home Office,United States,New York,New York,Central,Furniture,Software Pro,Software,357.50633486084195,1,0.0,0.0435977840526116,15.586483984703658,Fu-Sof-112,10001,6,4.3597784052611654,True,2016,11,4,2016-11,244,At-Risk Customer
350,US-66911-2016,2017-09-19,2017-09-24,Standard Class,CG-4320,Customer_478,Corporate,United States,Los Angeles,Texas,East,Technology,Tables Pro,Tables,778.3518276200114,3,0.3,0.0668161995545528,28.60358107085026,Te-Tab-397,94101,5,3.674890975500404,True,2017,9,3,2017-09,314,New Customer
351,US-25185-2015,2018-02-13,2018-02-19,Second Class,CG-1566,Customer_299,Corporate,United States,Seattle,North Carolina,West,Office Supplies,Chairs Pro,Chairs,588.185872726437,3,0.25,0.0413405903699037,15.19746951609248,Of-Cha-400,60601,6,2.583786898118984,True,2018,2,1,2018-02,334,VIP Customer
352,US-90210-2016,2015-07-10,2015-07-14,Second Class,CG-3042,Customer_92,Corporate,United States,Chicago,Texas,South,Office Supplies,Phones Premium,Phones,294.37021990925507,1,0.25,0.0534787731353928,9.83909888021422,Of-Pho-625,19101,4,3.342423320962052,True,2015,7,3,2015-07,112,Lost Customer
353,US-43927-2017,2015-09-10,2015-09-13,Second Class,CG-9821,Customer_750,Corporate,United States,Phoenix,Ohio,East,Technology,Tables Standard,Tables,115.29101739695663,3,0.0,0.1015401163309732,11.706663318403235,Te-Tab-611,75201,3,10.154011633097323,True,2015,9,3,2015-09,244,At-Risk Customer
354,US-82728-2016,2017-09-07,2017-09-11,Same Day,CG-3735,Customer_696,Home Office,United States,San Diego,Texas,South,Furniture,Desks Pro,Desks,61.98342852523862,4,0.0,0.0451656572117658,2.7995222855809168,Fu-Des-566,90210,4,4.516565721176584,True,2017,9,3,2017-09,311,New Customer
355,US-40020-2017,2017-07-16,2017-07-18,First Class,CG-6473,Customer_690,Home Office,United States,New York,Michigan,Central,Office Supplies,Pens Pro,Pens,60.74763574350255,3,0.4,0.0841999408941591,2.04597893562513,Of-Pen-680,75201,2,3.367997635766366,True,2017,7,3,2017-07,331,Loyal Customer
356,US-96695-2017,2018-03-30,2018-04-03,Second Class,CG-1724,Customer_722,Corporate,United States,Los Angeles,Michigan,West,Furniture,Binders Deluxe,Binders,256.14076186567496,1,0.0,0.0314558893847521,8.057135472172815,Fu-Bin-777,85001,4,3.1455889384752154,True,2018,3,1,2018-03,343,VIP Customer
357,US-78945-2016,2018-07-03,2018-07-08,Second Class,CG-8819,Customer_276,Corporate,United States,Houston,Pennsylvania,South,Furniture,Computers Premium,Computers,246.8497708215124,3,0.3,0.0554233271821262,7.524679587190459,Fu-Com-390,94101,5,3.048282995016943,True,2018,7,3,2018-07,443,VIP Customer
358,US-66414-2015,2018-09-08,2018-09-12,Standard Class,CG-5048,Customer_304,Consumer,United States,Seattle,New York,East,Office Supplies,Storage Basic,Storage,107.7002138082971,2,0.0,0.057169219386727,6.157137151203948,Of-Sto-495,77001,4,5.716921938672706,True,2018,9,3,2018-09,443,VIP Customer
359,US-65918-2016,2015-05-08,2015-05-12,First Class,CG-7980,Customer_787,Consumer,United States,New York,California,Central,Furniture,Tables Deluxe,Tables,411.96190565218825,1,0.0,0.0438523175962989,18.065484324236294,Fu-Tab-502,60601,4,4.385231759629892,True,2015,5,2,2015-05,144,At-Risk Customer
360,US-72694-2018,2015-01-18,2015-01-23,Standard Class,CG-3898,Customer_273,Consumer,United States,New York,Pennsylvania,West,Technology,Chairs Basic,Chairs,176.01397455528348,4,0.0,0.0793595969582234,13.9683980797223,Te-Cha-884,10001,5,7.935959695822348,True,2015,1,1,2015-01,143,At-Risk Customer
361,US-48735-2017,2016-07-19,2016-07-23,First Class,CG-2464,Customer_412,Consumer,United States,Austin,Texas,West,Furniture,Tables Standard,Tables,338.0749289180607,2,0.25,0.0345024943874899,7.290267710966535,Fu-Tab-650,19101,4,2.1564058992181225,True,2016,7,3,2016-07,233,At-Risk Customer
362,US-22109-2017,2016-07-23,2016-07-28,Standard Class,CG-6614,Customer_36,Home Office,United States,Philadelphia,Ohio,East,Technology,Accessories Pro,Accessories,141.53060948059326,4,0.0,0.088805748667443,12.568731734283595,Te-Acc-930,85001,5,8.880574866744304,True,2016,7,3,2016-07,344,VIP Customer
363,US-78020-2017,2018-09-08,2018-09-10,Standard Class,CG-8089,Customer_422,Home Office,United States,Los Angeles,North Carolina,West,Furniture,Desks Premium,Desks,435.4291261228194,2,0.2,0.0629266529350226,19.18006824813161,Fu-Des-181,90210,2,4.404865705451588,True,2018,9,3,2018-09,444,VIP Customer
364,US-12597-2016,2016-11-16,2016-11-21,Standard Class,CG-1153,Customer_478,Consumer,United States,Seattle,California,East,Office Supplies,Desks Basic,Desks,185.17797048907727,1,0.0,0.0394409242152667,7.303590300396608,Of-Des-328,90210,5,3.94409242152668,True,2016,11,4,2016-11,233,At-Risk Customer
365,US-50954-2018,2016-09-17,2016-09-19,Second Class,CG-7763,Customer_502,Consumer,United States,San Diego,Florida,West,Technology,Accessories Premium,Accessories,413.511035352546,2,0.0,0.0542765755550052,22.4439629531409,Te-Acc-512,77001,2,5.427657555500523,True,2016,9,3,2016-09,223,Lost Customer
366,US-66115-2015,2018-08-04,2018-08-06,Standard Class,CG-7459,Customer_338,Consumer,United States,Seattle,Illinois,South,Technology,Binders Basic,Binders,357.78604873021345,5,0.0,0.0519867782734509,18.60014398467174,Te-Bin-952,60601,2,5.198677827345099,True,2018,8,3,2018-08,443,VIP Customer
367,US-53151-2018,2017-05-03,2017-05-08,Standard Class,CG-5066,Customer_582,Home Office,United States,Philadelphia,North Carolina,West,Office Supplies,Desks Basic,Desks,94.56364465418504,2,0.0,0.0844533181404486,7.986213566500225,Of-Des-230,85001,5,8.445331814044863,True,2017,5,2,2017-05,211,Lost Customer
368,US-27040-2015,2017-08-19,2017-08-23,Second Class,CG-1810,Customer_628,Home Office,United States,Philadelphia,New York,Central,Furniture,Pens Basic,Pens,339.60849315838016,3,0.1,0.057658018240371,16.643979789144186,Fu-Pen-460,85001,4,4.9009315504315385,True,2017,8,3,2017-08,444,VIP Customer
369,US-73832-2015,2015-06-04,2015-06-10,Standard Class,CG-1150,Customer_410,Consumer,United States,Dallas,Pennsylvania,South,Technology,Accessories Pro,Accessories,136.6167323383558,4,0.0,0.0622273985674198,8.501303854197376,Te-Acc-706,10001,6,6.22273985674198,True,2015,6,2,2015-06,111,Lost Customer
370,US-54871-2018,2016-05-04,2016-05-07,Standard Class,CG-9137,Customer_463,Corporate,United States,Seattle,Illinois,West,Furniture,Tables Pro,Tables,343.14518774930576,1,0.15,0.0338915160108627,9.013025734108476,Fu-Tab-201,60601,3,2.6265924908418623,True,2016,5,2,2016-05,122,Lost Customer
371,US-36372-2018,2018-11-10,2018-11-16,Standard Class,CG-1778,Customer_513,Corporate,United States,Chicago,Illinois,East,Office Supplies,Accessories Pro,Accessories,167.7640616547946,1,0.1,0.0708499018437899,10.10315720598406,Of-Acc-793,85001,6,6.022241656722143,True,2018,11,4,2018-11,443,VIP Customer
372,US-49080-2017,2017-02-23,2017-02-28,First Class,CG-5249,Customer_81,Consumer,United States,Seattle,Texas,Central,Furniture,Chairs Basic,Chairs,154.66652014277196,5,0.0,0.0335403354908722,5.187566974794318,Fu-Cha-263,94101,5,3.354033549087222,True,2017,2,1,2017-02,221,Lost Customer
373,US-52722-2015,2018-02-01,2018-02-05,Second Class,CG-4968,Customer_479,Consumer,United States,Los Angeles,Michigan,Central,Furniture,Pens Pro,Pens,91.50863571024388,4,0.15,0.066871818454077,4.742495377501666,Fu-Pen-631,19101,4,5.18256593019097,True,2018,2,1,2018-02,332,Loyal Customer
374,US-39048-2016,2018-11-17,2018-11-19,First Class,CG-8667,Customer_386,Consumer,United States,Austin,Illinois,West,Furniture,Tables Deluxe,Tables,261.7232042485562,2,0.1,0.0405967538679688,9.031345628752558,Fu-Tab-291,94101,2,3.4507240787773514,True,2018,11,4,2018-11,443,VIP Customer
375,US-19777-2018,2015-09-03,2015-09-04,Standard Class,CG-5596,Customer_420,Consumer,United States,Phoenix,New York,West,Office Supplies,Paper Standard,Paper,301.2686331400188,4,0.4,0.0508026142647325,6.122093663790236,Of-Pap-608,60601,1,2.032104570589301,True,2015,9,3,2015-09,122,Lost Customer
376,US-46331-2015,2018-04-14,2018-04-17,Standard Class,CG-8357,Customer_440,Corporate,United States,Philadelphia,Texas,West,Technology,Phones Basic,Phones,212.413097275565,2,0.1,0.07255142838048,13.099242571954482,Te-Pho-183,10001,3,6.166871412340804,True,2018,4,2,2018-04,321,Loyal Customer
377,US-30968-2016,2017-11-28,2017-12-04,Standard Class,CG-3553,Customer_35,Consumer,United States,San Diego,Pennsylvania,East,Technology,Storage Premium,Storage,67.26040700408122,2,0.1,0.1016525620263037,5.811613790662278,Te-Sto-447,60601,6,8.640467772235814,True,2017,11,4,2017-11,343,VIP Customer
378,US-21292-2017,2017-01-28,2017-02-01,Same Day,CG-5103,Customer_795,Home Office,United States,Los Angeles,California,West,Office Supplies,Storage Standard,Storage,563.9980775320166,2,0.0,0.0569991994275936,32.14743889802685,Of-Sto-861,19101,4,5.699919942759366,True,2017,1,1,2017-01,234,At-Risk Customer
379,US-50794-2018,2016-06-21,2016-06-24,Second Class,CG-6804,Customer_501,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories Standard,Accessories,54.060410314828346,3,0.2,0.0656553790598361,2.484549711945231,Te-Acc-588,10001,3,4.595876534188529,True,2016,6,2,2016-06,444,VIP Customer
380,US-60192-2018,2017-07-09,2017-07-10,Second Class,CG-5564,Customer_707,Consumer,United States,New York,Georgia,East,Office Supplies,Paper Premium,Paper,579.5695315711798,1,0.1,0.0667304440121691,32.87369235101927,Of-Pap-255,60601,1,5.67208774103438,True,2017,7,3,2017-07,223,Lost Customer
381,US-94193-2016,2016-02-12,2016-02-13,Same Day,CG-7464,Customer_184,Consumer,United States,Austin,New York,Central,Furniture,Chairs Premium,Chairs,550.107567636384,1,0.0,0.0690873504090386,38.005474287958776,Fu-Cha-729,94101,1,6.908735040903862,True,2016,2,1,2016-02,144,At-Risk Customer
382,US-77650-2015,2016-06-08,2016-06-09,Standard Class,CG-7715,Customer_558,Home Office,United States,Philadelphia,Michigan,Central,Office Supplies,Desks Deluxe,Desks,220.62263880541013,1,0.0,0.0497288042923877,10.971300027624402,Of-Des-473,90210,1,4.97288042923878,True,2016,6,2,2016-06,442,Loyal Customer
383,US-32257-2015,2017-04-07,2017-04-13,Standard Class,CG-4678,Customer_148,Home Office,United States,San Diego,Ohio,Central,Furniture,Desks Premium,Desks,262.9734129228422,3,0.0,0.0647113130391851,17.017354844632933,Fu-Des-724,60601,6,6.471131303918512,True,2017,4,2,2017-04,333,VIP Customer
384,US-93509-2016,2017-06-21,2017-06-26,Second Class,CG-4705,Customer_264,Home Office,United States,Phoenix,New York,West,Office Supplies,Software Pro,Software,357.6321558400978,1,0.0,0.0622900956089466,22.27694118011341,Of-Sof-173,19101,5,6.229009560894667,True,2017,6,2,2017-06,334,VIP Customer
385,US-61672-2015,2015-02-05,2015-02-08,First Class,CG-4358,Customer_605,Consumer,United States,Los Angeles,Pennsylvania,South,Furniture,Tables Pro,Tables,326.86634592916977,1,0.1,0.061518807781502,17.092163719639757,Fu-Tab-492,60601,3,5.229098661427671,True,2015,2,1,2015-02,233,At-Risk Customer
386,US-87583-2015,2016-11-15,2016-11-20,Second Class,CG-5182,Customer_489,Corporate,United States,Houston,Ohio,East,Furniture,Desks Pro,Desks,388.3056668880617,2,0.0,0.0447393510410797,17.372543542145554,Fu-Des-703,75201,5,4.47393510410797,True,2016,11,4,2016-11,222,Lost Customer
387,US-32113-2017,2015-01-20,2015-01-21,First Class,CG-4965,Customer_626,Consumer,United States,Phoenix,New York,South,Office Supplies,Bookcases Basic,Bookcases,516.599626028167,4,0.0,0.060032571720184,31.012804100156178,Of-Boo-528,85001,1,6.003257172018402,True,2015,1,1,2015-01,144,At-Risk Customer
388,US-25588-2015,2015-11-17,2015-11-21,Second Class,CG-6200,Customer_282,Consumer,United States,Seattle,Illinois,Central,Office Supplies,Chairs Standard,Chairs,240.95562280376868,2,0.0,0.0569497360173006,13.722359110558894,Of-Cha-701,94101,4,5.694973601730065,True,2015,11,4,2015-11,132,Lost Customer
389,US-74085-2018,2016-05-26,2016-05-27,First Class,CG-5629,Customer_615,Consumer,United States,Los Angeles,New York,East,Technology,Binders Pro,Binders,335.3001870506839,3,0.15,0.0757722156488187,19.689989512227594,Te-Bin-919,19101,1,5.872346712783449,True,2016,5,2,2016-05,344,VIP Customer
390,US-71142-2016,2016-02-04,2016-02-09,Second Class,CG-7333,Customer_202,Consumer,United States,Austin,Florida,Central,Technology,Software Pro,Software,333.5850428043853,1,0.1,0.0546402935381938,15.49310695996518,Te-Sof-246,94101,5,4.644424950746475,True,2016,2,1,2016-02,244,At-Risk Customer
391,US-95603-2015,2016-10-15,2016-10-16,Standard Class,CG-8765,Customer_574,Consumer,United States,Los Angeles,Illinois,West,Office Supplies,Desks Deluxe,Desks,512.0884396467395,1,0.15,0.078901796152106,31.31364069956425,Of-Des-713,75201,1,6.114889201788218,True,2016,10,4,2016-10,243,At-Risk Customer
392,US-50136-2018,2017-08-29,2017-08-30,Second Class,CG-6603,Customer_606,Consumer,United States,Los Angeles,Ohio,West,Technology,Phones Premium,Phones,10.995140847843286,3,0.0,0.0683648646303988,0.7516813156549752,Te-Pho-171,94101,1,6.836486463039885,True,2017,8,3,2017-08,321,Loyal Customer
393,US-57361-2018,2016-04-15,2016-04-20,First Class,CG-5474,Customer_417,Consumer,United States,Los Angeles,Florida,West,Office Supplies,Accessories Pro,Accessories,618.1211053116866,1,0.0,0.0540148635161329,33.38772713985201,Of-Acc-285,90210,5,5.401486351613297,True,2016,4,2,2016-04,134,At-Risk Customer
394,US-21441-2015,2018-03-12,2018-03-17,Second Class,CG-9647,Customer_317,Home Office,United States,Los Angeles,Florida,South,Technology,Storage Standard,Storage,64.35112658700736,4,0.0,0.0952986231423891,6.132573761403393,Te-Sto-625,10001,5,9.529862314238914,True,2018,3,1,2018-03,341,Loyal Customer
